2.314807686,84.09386044,-45.40588099
-6.825334563,-121.8254348,-14.12907371
76.86872031,-28.74199416,-56.27227783
-78.25080109,-24.18167773,-58.58624684
-26,90,-6
28,86,-6
0,54,72
-46,60,40
44,60,42
-70,38,-10
72,36,-8
0,-10,102
-64,-12,70
60,-20,74
-86,-20,-12
88,-26,-6
-4,-70,96
-48,-84,68
40,-84,72
-76,-68,6
72,-78,12
-38,-106,26
22,-114,28
