2.228682972,75.73554963,-44.59601845
-0.939446544,-121.6529641,-20.83006529
74.56412215,-30.47323373,-50.97134871
-70.61921595,-30.62120261,-54.84385806
-32,84,-6
30,84,-4
-10,56,64
-50,54,32
38,66,34
-66,40,-14
68,36,-14
0,-6,98
-62,-12,66
62,-6,64
-82,-20,-12
84,-22,-14
-2,-64,88
-52,-76,58
44,-76,64
-70,-74,-8
70,-76,-2
-36,-108,14
30,-108,26
