0.598987076,87.25572152,-41.50266004
-4.155724298,-126.4264804,-22.90881608
79.61094388,-31.9101396,-55.80059589
-82.9608078,-38.44316517,-54.15612342
-30,84,0
32,86,-2
-4,54,68
-48,60,34
46,58,40
-72,32,-6
72,38,-4
-2,-12,98
-64,-20,66
64,-12,66
-86,-32,-16
88,-24,-14
-6,-76,90
-46,-90,54
46,-82,64
-70,-82,0
70,-78,0
-32,-114,18
24,-114,20
