2.312621526,79.84477658,-36.58797446
2.033820764,-122.3341055,-15.42935026
76.84834109,-33.16917787,-57.19953884
-75.78932051,-28.96129088,-54.97633396
-24,84,6
34,78,2
0,52,72
-40,58,40
46,54,42
-66,42,-4
74,32,-10
2,-12,98
-64,-8,70
68,-22,70
-84,-18,-14
86,-26,-14
4,-76,92
-44,-92,60
44,-94,56
-70,-72,-2
66,-82,2
-24,-118,22
32,-112,24
