1.862932863,87.35862935,-39.05882225
1.442690355,-115.012736,-42.83759349
75.63135653,-31.17377916,-50.33570792
-76.77706909,-25.12951965,-51.12015839
-22,84,2
34,82,4
2,68,56
-36,72,30
48,64,34
-64,44,-6
70,38,-6
2,0,98
-56,6,64
66,-12,66
-86,-8,-10
86,-24,-10
6,-70,92
-42,-88,64
50,-86,60
-74,-66,-8
70,-74,-6
-26,-116,8
32,-114,2
