0.103072165,84.24282769,-46.40512416
2.211641364,-121.6752429,-31.09571107
74.1539523,-32.21817502,-57.35895504
-75.17740936,-34.02577896,-57.51578598
-30,84,-2
32,84,-2
0,58,66
-46,58,36
46,64,32
-72,34,-12
74,36,-18
0,-6,100
-62,-10,70
68,-10,62
-86,-30,-14
88,-26,-6
-4,-74,88
-48,-90,52
44,-82,64
-70,-78,-4
72,-72,0
-30,-116,10
34,-112,10
