2.128380006,75.7706125,-43.91089792
-5.372520499,-125.4090884,-10.12181615
75.98774553,-31.99197422,-49.5309279
-76.41350653,-27.89853075,-53.1258848
-28,86,-4
32,82,-4
2,60,68
-40,68,36
48,60,38
-70,42,-6
72,34,2
-2,-10,104
-66,-8,72
64,-10,78
-86,-16,-6
86,-28,-6
2,-78,90
-48,-88,60
48,-90,60
-76,-72,6
74,-74,8
-38,-112,24
28,-116,28
