-0.250398196,74.34748001,-45.79244625
-9.135026568,-118.2190975,-8.992869863
80.49787001,-30.4318213,-53.23302078
-81.70923531,-28.47805099,-52.44635516
-26,78,0
30,80,-2
-8,58,64
-48,56,36
46,60,40
-68,34,-8
68,38,-12
-4,-8,104
-66,-10,62
64,-10,68
-84,-20,-14
84,-30,-18
0,-70,88
-56,-76,58
52,-84,54
-78,-66,0
72,-82,-4
-40,-104,30
22,-114,26
